descricao,ano_criacao,periodo_criacao,componentes,ch_matriz
Bacharelado em  Engenharia Elétrica - João Pessoa - PPC 2017,2007,1,"Álgebra Vetorial - EE, Algoritmos e Lógica de Programação - EE, Cálculo Diferencial e Integral I - EE, Desenho Técnico - EE, Eletricidade Aplicada, Introdução à Engenharia Elétrica, Álgebra Linear - EE, Cálculo Diferencial e Integral II - EE, Circuitos Lógicos - EE, Física I - EE, Química Geral - EE, Técnicas de Programação, Cálculo Diferencial e Integral III - EE, Cálculo Numérico, Ciências do Ambiente, Eletricidade e Magnetismo - EE, Equações Diferenciais, Sistemas Digitais - EE, Arquitetura de Computadores - EE, Circuitos Elétricos I, Eletromagnetismo, Física II - EE, Probabilidade e Estatística - EE, Sinais e Sistemas, Circuitos Elétricos II, Eletrônica I, Fenômenos de Transportes, Materiais Elétricos, Sistemas de Controle I, Sistemas Microcontrolados, Conversão de Energia, Eletrônica II, Fundamentos de Redes de Computadores, Princípios de Comunicações, Processamento Digital de Sinais - EE, Instalações Elétricas Prediais - EE, Instrumentação Eletrônica, Máquinas Elétricas - EE, Protocolos de Interconexão de Redes de Computadores - RC, Cabeamento Estruturado - RC, Eletrônica de Potência - EE, Trabalho de Conclusão de Curso (TCC), Estágio Supervisionado em Engenharia Elétrica, Acionamentos Elétricos, Análise de Sistemas Elétricos, Antenas e Propagação - EE, Aquisição de Sinais Biológicos - EE, Automação de Processos Industriais, Circuitos Integrados Analógicos - EE, Circuitos Integrados de Radio-Frequência - EE, CLP e Redes Industriais, Comunicações Digitais - EE, Comunicações Ópticas - EE, Comunicações sem Fio - EE, Controle Avançado, Controle Digital, Controle Inteligente, Distribuição e Transmissão de Energia Elétrica, Economia e Mercado, Empreendedorismo, Engenharia Clínica - EE, Equipamentos Biomédicos - EE, Equipamentos Elétricos - EE, Ética e Direitos Humanos, Fundamentos da Metodologia Científica, Geração Distribuída de Energia Elétrica - EE, Gerenciamento de Energia - EE, Gestão de Projetos, Inglês Instrumental, Instalações Elétricas Industriais, Instrumentação Industrial - EE, Introdução ao Processamento de Dados, Libras, Métodos e Técnicas de Pesquisa, Microondas - EE, Português Instrumental, Projeto de Subestações, Proteção de Sistemas Elétricos - EE, Psicologia do Trabalho, Qualidade da Energia Elétrica, Robótica, Saúde e Trabalho, Sistemas de Controle II, Sistemas de Radiodifusão - EE, Sistemas Eletro-Pneumáticos e Eletro-Hidráulicos, Sociologia, TEEE em Eletrônica I, TEEE em Eletrônica I, TEEE em Eletrônica II, TEEE em Eletrônica II, TEEE em Eletrotécnica I, TEEE em Eletrotécnica I, TEEE em Eletrotécnica II, TEEE em Eletrotécnica II, TEEE em Telecomunicações I, TEEE em Telecomunicações I, TEEE em Telecomunicações II, TEEE em Telecomunicações II, Telefonia - EE, Teoria da Informação, TV Digital",3996
Licenciatura em Química - João Pessoa - PPC2017,2003,2,"Estrutura da Educação, Filosofia da Educação, Matemática Básica, Prática Profissional I, Psicologia da Educação, Química Experimental I, Química Geral I, Cálculo Aplicado à Química, Didatica, Educação em Direitos Humanos, Estatística, Prática Profissional II, Química Experimental II, Química Geral II, Avaliação Educacional, Estágio Supervisionado, Fundamentos de Álgebra, Libras I, Planejamento, Prática Profissional III, Química Inorgânica I, Química Orgânica I, Estágio Supervisionado II, Física Aplicada à Química I, Fundamentos e Práticas Pedagógica na EJA, Libras II, Metodologia do Ensino de Química, Prática Profissional IV, Química Inorgânica II, Química Orgânica II, Estágio Supervisionado III, Física Aplicada à Química II, Físico-Química I, Fundamentos de Metodologia Científica, Laboratório com Materiais Alternativos I, Português Instrumental, Prática Profissional V, Química Orgânica III, Estágio Supervisionado IV, Físico-Química II, Gestão Escolar, Inglês Instrumental, Laboratório com Materiais Alternativos II, Métodos e Técnicas de Pesquisa, Prática Profissional VI, Química Analítica Qualitativa, Bioquímica, Educação Ambiental e Sustentabilidade, Físico-Química III, História das Ciências, Prática Profissional VII, Química Ambiental, Química Analítica Quantitativa, Trabalho de Conclusão de Curso I, Processos Industriais, Química Analítica Instrumental, Química Computacional, Quimiometria, SEMINÁRIOS DA EDUCAÇÃO, Trabalho de Conclusão de Curso II",3714
Técnico em Edificações Integrado ao Ensino Médio (2017.1),2017,1,"Artes, Biologia I, Construção Civil e Meio Ambiente, Desenho Básico e Técnico, Educação Física I, Filosofia I, Física I, Geografia Geral e do Brasil, História Geral e do Brasil, Informática, Língua Estrangeira Moderna, Língua Portuguesa e Literatura Brasileira I, Matemática I, Materiais de Construção Civil, Química I, Sociologia I, Topografia, Biologia II, Desenho Arquitetônico, Desenho Assistido por Computador, Educação Física II, Empreendedorismo, Estabilidade das Construções, Filosofia II, Física II, Geografia Geral e do Brasil II, Higiene e Segurança do Trabalho, História Geral e do Brasil II, Língua Estrangeira Moderna II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Mecânica dos Solos, Química II, Sociologia II, Tecnologia das Construções I, Biologia III, Concreto Armado e Desenho de Estruturas, Educação Física III, Filosofia III, Física III, Geografia Geral e do Brasil III, História Geral e do Brasil III, Instalações Elétricas, Instalações Hidrossanitárias, Língua Portuguesa e Literatura Brasileira III, Matemática III, Metodologia da Pesquisa Científica, Planejamento e Orçamento de Obras, Projeto Arquitetônico, Química III, Sociologia III, Tecnologia da Qualidade, Tecnologia das Construções II, Trabalho de Conclusão de Curso - TCC, Língua Estrangeira I, Língua Estrangeira II, Língua Estrangeira III",3877
Tecnologia em Automação Industrial - João Pessoa PPC2017,2004,2,"Cálculo Diferencial e Integral I - EE, Desenho Técnico e Metrologia, Eletricidade Básica, Ética e Direitos Humanos, Segurança do Trabalho, Sistemas Digitais - EE, Tecnologia dos Materiais, Algoritmos e Lógica de Programação - EE, Circuitos Eletrônicos Analógicos, Desenho Auxiliado por Computador, Física Aplicada à Automação, Instalações Elétricas Industriais, Matemática Aplicada à Automação, Elementos de Máquinas, Eletrônica Industrial, Máquinas Elétricas, Programação Aplicada, Soldagem, Teoria de Controle, Usinagem Convencional, Acionamento de Máquinas Elétricas, Acionamentos Fluidomecânicos, Comando Numérico Computadorizado, Eletrotécnica Industrial, Fundamentos da Metodologia Científica, Instrumentação Industrial, Microcontroladores, CLP e Redes Industriais, Controle Digital, Desenvolvimento de Sistemas Eletromecânicos, Planejamento da Produção, Robótica, Sistemas de Energia, Empreendedorismo, Instalações de Painéis Industriais, Manutenção Industrial, Sistema Integrado de Manufatura, Sistemas Supervisórios, Libras",2401
Licenciatura em Letras a Distância com Habilitação em Língua Portuguesa - João Pessoa - PPC 2017,2012,2,"Fundamentos da Educação a Distância, História da Educação Brasileira, Informática Básica, Inglês Instrumental, Introdução à Linguística, Introdução aos Estudos Literários, Leitura e Produção de Texto I, Filosofia da Educação, Fundamentos da Linguística Românica, Linguística I, Literatura e Ensino, Metodologia da Pesquisa Científica, Morfologia da Língua Portuguesa, Teoria Literária I, História da Língua Portuguesa, Linguística II, Literatura Brasileira I, Literatura Portuguesa I, Psicologia da Aprendizagem, Seminário de Pesquisa Interdisciplinar I, Teoria Literária II, Aquisição da Linguagem, Didática, Fonética e Fonologia da Língua Portuguesa, Literatura Brasileira II, Literatura Portuguesa II, Morfossintaxe, Seminário de Pesquisa Interdisciplinar II, Leitura e Produção de Texto II, Literatura Brasileira III, Metodologia do Ensino de Língua Portuguesa, Metodologia do Ensino de Literatura, Orientação de Estágio Supervisionado I, Semântica da Língua Portuguesa, Seminário de Pesquisa Interdisciplinar III, Educação Inclusiva, Estágio Supervisionado I, Língua Brasileira de Sinais (LIBRAS), Literatura Brasileira IV, Literaturas Africanas de Língua Portuguesa, Orientação de Estágio Supervisionado II, Seminário de Pesquisa Interdisciplinar IV, Sociolinguística, Estágio Supervisionado II, Estrutura e Funcionamento da Educação Básica, Literatura Brasileira V, Literatura e Cultura Popular, Literatura Infantil e Juvenil, Orientação de Estágio Supervisionado III, Orientação de TCC I, Pragmática, Educação Ambiental e Interdisciplinaridade, Educação e Direitos Humanos, Estágio Supervisionado III, Gestão Educacional, Orientação de Estágio Supervisionado IV, Orientação de TCC II, Sociologia da Educação, Tópicos em Projetos Especiais, Língua Portuguesa para Surdos",3300
Especialização em Gestão Pública - EAD (2017.1),2017,1,"Desenvolvimento e Mudanças no Estado Brasileiro, Estado, Governo e Mercado, Indicadores Socioeconômicos na Gestão Pública, Introdução à Modalidade EAD, O Estado e os Problemas Contemporâneos, O Público e o Privado na Gestão Pública, Planejamento Estratégico Governamental, Políticas Públicas, Comportamento Organizacional, Cultura e Mudança Organizacional, Gestão Logística, Gestão Operacional, Plano Plurianual e Orçamento Público, Redes Públicas de Cooperação em Ambientes Federativos, Metodologia Científica, Trabalho de Conclusão de Curso (Coordenação)",510
Licenciatura em Computação e Informática  - Campus Cajazeiras,2013,1,"Fundamentos da Educação a Distância (EAD), Fundamentos Filosóficos, Históricos e Sociológicos  da Educação, Introdução à Computação, Introdução à Informática, Lógica e Algoritmos, Português Instrumental, Aprendizagem Assistida por Computador, Didática I, Inglês Instrumental, Matemática Discreta, Programação I, Projeto Interdisciplinar I, Didática II, Estrutura de Dados, Programação Orientada a Objetos I, Projeto Interdisciplinar II, Psicologia do Desenvolvimento, Sociedade e Cultura Brasileira, Banco de Dados, Ética e Relações Humanas do Trabalho, Probabilidade e Estatística, Programação Orientada a Objetos II, Projeto Interdisciplinar III, Psicologia da Aprendizagem, Educação Inclusiva, Engenharia de Software, Estágio Supervisionado I, Metodologia do Trabalho Científico I, Redes de Computadores, Sociedade e Tecnologia da Informação, Análise e Projeto de Sistemas, Estágio Supervisionado II, Interface Humano Computador, Metodologia do Trabalho Científico II, Metodologia e Avaliação de Ensino, Programação Web I, Estágio Supervisionado III, Políticas e Gestão da Educação, Produção de Materiais Instrucionais, Programação Web II, Sistemas Multimídia, Trabalho de Conclusão de Curso I, Estágio Supervisionado IV, Introdução à Inteligência Artificial, Libras, Programação para Dispositivos Móveis, Segurança da Informação, Trabalho de Conclusão de Curso II",3190
Formação Inicial e Continuada em Redes de Computadores – Módulos 3 e 4 – CCNA Routing & Switching,2017,1,"Módulo 3 – Dimensionamento de Redes, Módulo 4 – Conectando as Redes",160
Técnico em Meio Ambiente Integrado - Cabedelo (2013),2013,1,"Artes, Biologia I, Educação Física I, Filosofia I, Física I, Geografia I, História I, Informática Básica, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Biologia II, Ecologia, Educação Física II, Filosofia II, Física II, Geografia II, História II, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Metodologia da Pesquisa Científica, Química II, Sociologia II, Biologia III, Climatologia Ambiental, Controle de Poluição da Água, Educação Física III, Filosofia III, Física III, Geografia III, História III, Legislação e Gestão Ambiental, Língua Portuguesa e Literatura Brasileira III, Matemática III, Química III, Sociologia III, Educação Ambiental, Empreendedorismo, Filosofia IV, Geoprocessamento Aplicado, GERENCIAMENTO DE RESÍDUOS SÓLIDOS, Higiene e Segurança do Trabalho, Língua Portuguesa e Literatura Brasileira IV, Matemática IV, Recuperação das Áreas Degradadas, Saneamento e Saúde Ambiental, Sociologia IV, Língua Espanhola",3476
Técnico em Recursos Pesqueiros Integrado - Cabedelo (2013),2013,1,"Artes, Biologia I, Educação Física I, Espanhol Instrumental I, Filosofia I, Física I, Geografia I, História Geral e do Brasil, Informática Básica, Introdução à Pesca e Aquicultura, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Biologia II, Biologia Marinha, Educação Física II, Filosofia II, Física II, Geografia II, História Geral e do Brasil II, Limnologia, Língua Portuguesa e Literatura Brasileira II, Matemática II, Metodologia do Trabalho Científico, Química II, Sociologia II, Aquicultura I, Biologia III, Educação Física III, Filosofia III, Física III, Geografia III, História Geral e do Brasil III, Língua Estrangeira Moderna - Inglês, Língua Portuguesa e Literatura Brasileira III, Matemática III, Química III, Sociologia III, Tecnologia do Pescado, Aquicultura II, Empreendedorismo, Filosofia IV, Higiene e Segurança para o Trabalho, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira IV, Máquinas e Motores, Matemática IV, Navegação, Oceanografia, Relações Humanas para o Trabalho, Sociologia IV, Tecnologia Pesqueira",3743
Tecnologia em Telemática - Campina Grande [2017.1],2007,1,"Fundamentos de Eletricidade, Inglês Instrumental, Introdução a Telemática, Laboratório de Sistemas Abertos, Língua Portuguesa, Pré-Cálculo, Programação I, Arquitetura de Computadores, Cálculo Diferencial e Integral, Educação em Diversidade, Eletrônica para Telecomunicações, Medição Eletroeletrônica, Programação II, Redes de Computadores, Administração de Sistemas, Estatística Aplicada a Telemática, Metodologia da Pesquisa Científica, Programação III, Sinais e Sistemas, Sistemas Operacionais, Tecnologias de Redes Locais, Administração de Serviços, Cabeamento Estruturado, Educação Ambiental e Sustentabilidade, Interconexão de Redes, Processamento Digital de Sinais, Sistemas de Comunicações, Teoria da Informação e Codificação, Comunicações Ópticas, Comunicações Sem Fio, Formação do Empreendedor, Projeto em Telemática, Redes de Longa Distância, Segurança de Redes de Computadores, Educação em Direitos Humanos, Ética, Projetos de Redes de Computadores, Relações Humanas no Trabalho, Sistemas Telefônicos, Trabalho de Conclusão de Curso, Análise e Projeto de Sistemas, Bancos de Dados, Computação em Nuvem, Governança de TI, Libras, Microprocessadores e Microcontroladores, Tópicos Especiais em Telemática I, Tópicos Especiais em Telemática II",2573
